checkm_contamination,cgmlst_hc100,genome_id,genome_name,genome_quality,genome_length,contigs,species,genome_status,isolation_country,cgmlst_hc50,host_common_name,checkm_completeness,cgmlst_hc20,collection_year
0.0,107,562.65416,Escherichia coli strain AMC_14,Good,5023307,97,Escherichia coli,WGS,United Kingdom,130,Human,99.78,43255,
0.0,43279,562.65419,Escherichia coli strain AMC_363,Good,4697554,69,Escherichia coli,WGS,United Kingdom,43279,Human,99.67,43279,
0.11,18,562.65421,Escherichia coli strain AMC_815,Good,5202920,141,Escherichia coli,WGS,United Kingdom,18,Human,99.78,43023,
0.11,2356,562.65422,Escherichia coli strain AMC_817,Good,4986870,43,Escherichia coli,WGS,United Kingdom,12185,Human,99.78,43282,
0.0,1556,562.65424,Escherichia coli strain AMC_8,Good,4686622,148,Escherichia coli,WGS,United Kingdom,42591,Human,99.55,42591,
0.11,3555,562.65435,Escherichia coli strain AMC_846,Good,5100898,98,Escherichia coli,WGS,United Kingdom,43285,Human,99.78,43285,
0.11,8129,562.65437,Escherichia coli strain AMC_864,Good,4944104,108,Escherichia coli,WGS,United Kingdom,23132,Human,99.78,23132,
0.11,110,562.65439,Escherichia coli strain AMC_730,Good,5065098,156,Escherichia coli,WGS,United Kingdom,110,Human,99.78,43288,
0.0,107,562.65443,Escherichia coli strain AMC_728,Good,5119535,122,Escherichia coli,WGS,United Kingdom,43290,Human,99.78,43290,
0.0,7542,562.65444,Escherichia coli strain AMC_726,Good,5130306,157,Escherichia coli,WGS,United Kingdom,43291,Human,99.78,43291,
0.0,,562.65445,Escherichia coli strain AMC_727,Good,4998969,108,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.0,44,562.65449,Escherichia coli strain AMC_723,Good,5028879,129,Escherichia coli,WGS,United Kingdom,44,Human,99.78,23134,
0.0,1172,562.65451,Escherichia coli strain AMC_719,Good,5202957,97,Escherichia coli,WGS,United Kingdom,1172,Human,99.78,23749,
0.11,107,562.65452,Escherichia coli strain AMC_720,Good,5091652,138,Escherichia coli,WGS,United Kingdom,42597,Human,99.78,42597,
0.0,107,562.65453,Escherichia coli strain AMC_718,Good,5109990,138,Escherichia coli,WGS,United Kingdom,23136,Human,99.78,23136,
0.0,,562.65454,Escherichia coli strain AMC_717,Good,5218495,110,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.0,,562.65455,Escherichia coli strain AMC_713,Good,5052195,119,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.0,,562.65456,Escherichia coli strain AMC_712,Good,4977914,139,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.33,,562.65458,Escherichia coli strain AMC_715,Good,4937447,102,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.0,107,562.65461,Escherichia coli strain AMC_170,Good,5003042,98,Escherichia coli,WGS,United Kingdom,42510,Human,99.78,42600,
0.0,2356,562.65469,Escherichia coli strain AMC_708,Good,5063962,59,Escherichia coli,WGS,United Kingdom,43293,Human,99.78,43293,
0.22,10,562.65474,Escherichia coli strain AMC_162,Good,5140115,182,Escherichia coli,WGS,United Kingdom,4321,Human,99.78,42605,
0.0,103,562.65475,Escherichia coli strain AMC_161,Good,5278908,183,Escherichia coli,WGS,United Kingdom,42452,Human,99.78,42452,
0.22,18,562.65477,Escherichia coli strain AMC_160,Good,5224072,91,Escherichia coli,WGS,United Kingdom,18,Human,99.78,43296,
0.0,107,562.65481,Escherichia coli strain AMC_165,Good,5154743,146,Escherichia coli,WGS,United Kingdom,43508,Human,99.78,43508,
0.0,34,562.65482,Escherichia coli strain AMC_166,Good,5119844,95,Escherichia coli,WGS,United Kingdom,347,Human,99.78,43509,
0.0,3901,562.65483,Escherichia coli strain AMC_154,Good,4847679,30,Escherichia coli,WGS,United Kingdom,3901,Human,99.78,43510,
0.11,107,562.65485,Escherichia coli strain AMC_152,Good,5092184,125,Escherichia coli,WGS,United Kingdom,1370,Human,99.78,42607,
0.11,2356,562.65486,Escherichia coli strain AMC_153,Good,4891897,52,Escherichia coli,WGS,United Kingdom,42608,Human,99.78,42608,
0.0,42611,562.65489,Escherichia coli strain AMC_150,Good,5111661,121,Escherichia coli,WGS,United Kingdom,42611,Human,99.78,42611,
0.11,187,562.65491,Escherichia coli strain AMC_146,Good,5078618,205,Escherichia coli,WGS,United Kingdom,42613,Human,99.78,42613,
0.0,,562.65492,Escherichia coli strain AMC_147,Good,5163875,147,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.0,,562.65493,Escherichia coli strain AMC_702,Good,5089244,128,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.0,3013,562.65494,Escherichia coli strain AMC_143,Good,5207934,105,Escherichia coli,WGS,United Kingdom,3013,Human,99.78,3013,
0.11,42616,562.65496,Escherichia coli strain AMC_696,Good,4589573,60,Escherichia coli,WGS,United Kingdom,42616,Human,99.67,42616,
0.11,,562.65501,Escherichia coli strain AMC_697,Good,5118326,91,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.33,107,562.65502,Escherichia coli strain AMC_156,Good,5069981,110,Escherichia coli,WGS,United Kingdom,130,Human,99.78,42490,
0.11,107,562.65505,Escherichia coli strain AMC_692,Good,5057002,99,Escherichia coli,WGS,United Kingdom,1370,Human,99.78,42607,
0.22,21,562.65508,Escherichia coli strain AMC_685,Good,5275874,119,Escherichia coli,WGS,United Kingdom,42567,Human,99.78,42626,
0.11,,562.65511,Escherichia coli strain AMC_694,Good,5105407,101,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.33,1539,562.65518,Escherichia coli strain AMC_676,Good,5284012,108,Escherichia coli,WGS,United Kingdom,1539,Human,99.78,23755,
0.11,,562.65519,Escherichia coli strain AMC_675,Good,5231872,265,Escherichia coli,WGS,United Kingdom,,Human,99.67,,
0.0,34,562.65521,Escherichia coli strain AMC_678,Good,5080341,137,Escherichia coli,WGS,United Kingdom,347,Human,99.78,43515,
0.0,,562.65526,Escherichia coli strain AMC_687,Good,5073465,86,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.11,6866,562.65527,Escherichia coli strain AMC_668,Good,5051076,115,Escherichia coli,WGS,United Kingdom,43517,Human,99.78,43517,
0.0,592,562.65532,Escherichia coli strain AMC_671,Good,5094140,116,Escherichia coli,WGS,United Kingdom,43518,Human,99.78,43518,
0.0,,562.65533,Escherichia coli strain AMC_664,Good,5214903,251,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.22,2483,562.65535,Escherichia coli strain AMC_662,Good,5124487,170,Escherichia coli,WGS,United Kingdom,23759,Human,99.78,23759,
0.11,355,562.65542,Escherichia coli strain AMC_661,Good,5193441,85,Escherichia coli,WGS,United Kingdom,23137,Human,99.78,23137,
0.0,3091,562.65543,Escherichia coli strain AMC_658,Good,5095972,166,Escherichia coli,WGS,United Kingdom,43524,Human,99.78,43524,
0.11,514,562.65544,Escherichia coli strain AMC_659,Good,4965951,49,Escherichia coli,WGS,United Kingdom,2458,Human,99.78,43525,
0.0,11720,562.65546,Escherichia coli strain AMC_657,Good,4971521,72,Escherichia coli,WGS,United Kingdom,43526,Human,99.78,43526,
0.0,,562.65547,Escherichia coli strain AMC_653,Good,4892340,83,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.0,724,562.65551,Escherichia coli strain AMC_641,Good,5152486,217,Escherichia coli,WGS,United Kingdom,12603,Human,99.78,15576,
0.0,,562.65552,Escherichia coli strain AMC_640,Good,5197544,82,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.0,,562.65553,Escherichia coli strain AMC_648,Good,4883544,178,Escherichia coli,WGS,United Kingdom,,Human,99.55,,
0.11,3091,562.65556,Escherichia coli strain AMC_642,Good,5026132,59,Escherichia coli,WGS,United Kingdom,3091,Human,99.78,42464,
0.0,11351,562.65557,Escherichia coli strain AMC_643,Good,5249829,156,Escherichia coli,WGS,United Kingdom,11351,Human,99.78,42634,
0.33,107,562.65568,Escherichia coli strain AMC_630,Good,5022286,109,Escherichia coli,WGS,United Kingdom,43529,Human,99.78,43529,
0.0,304,562.65571,Escherichia coli strain AMC_625,Good,5099461,72,Escherichia coli,WGS,United Kingdom,43532,Human,99.78,43532,
0.33,10,562.65573,Escherichia coli strain AMC_623,Good,5042900,105,Escherichia coli,WGS,United Kingdom,695,Human,99.78,2701,
0.44,467,562.65581,Escherichia coli strain AMC_628,Good,5304277,137,Escherichia coli,WGS,United Kingdom,467,Human,99.78,23113,
0.11,2428,562.65586,Escherichia coli strain AMC_614,Good,5214631,233,Escherichia coli,WGS,United Kingdom,2428,Human,99.67,43533,
0.0,43534,562.65587,Escherichia coli strain AMC_608,Good,5052071,99,Escherichia coli,WGS,United Kingdom,43534,Human,99.78,43534,
0.0,,562.65589,Escherichia coli strain AMC_607,Good,5042207,55,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.0,43536,562.65593,Escherichia coli strain AMC_616,Good,5220551,91,Escherichia coli,WGS,United Kingdom,43536,Human,99.78,43536,
0.11,42641,562.65597,Escherichia coli strain AMC_602,Good,5193783,161,Escherichia coli,WGS,United Kingdom,42641,Human,99.78,42641,
0.0,2618,562.65599,Escherichia coli strain AMC_601,Good,4886441,66,Escherichia coli,WGS,United Kingdom,42643,Human,99.78,42643,
0.22,,562.65601,Escherichia coli strain AMC_597,Good,4683341,54,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.0,7542,562.65603,Escherichia coli strain AMC_596,Good,5129661,167,Escherichia coli,WGS,United Kingdom,43448,Human,99.78,43448,
0.0,12,562.65607,Escherichia coli strain AMC_138,Good,5010986,80,Escherichia coli,WGS,United Kingdom,12,Human,99.78,12,
0.0,17593,562.65609,Escherichia coli strain AMC_137,Good,5043125,236,Escherichia coli,WGS,United Kingdom,23074,Human,99.78,23147,
0.0,3627,562.65614,Escherichia coli strain AMC_142,Good,4859840,147,Escherichia coli,WGS,United Kingdom,3627,Human,99.78,43544,
0.22,110,562.65617,Escherichia coli strain AMC_599,Good,4963011,91,Escherichia coli,WGS,United Kingdom,110,Human,99.78,23149,
0.11,,562.65619,Escherichia coli strain AMC_132,Good,5231683,94,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
0.11,107,562.65621,Escherichia coli strain AMC_126,Good,5019197,73,Escherichia coli,WGS,United Kingdom,43440,Human,99.78,43547,
0.11,3091,562.65622,Escherichia coli strain AMC_129,Good,5197752,108,Escherichia coli,WGS,United Kingdom,3091,Human,99.78,43548,
0.33,70,562.65623,Escherichia coli strain AMC_131,Good,5175302,114,Escherichia coli,WGS,United Kingdom,1702,Human,99.78,43549,
0.0,107,562.65624,Escherichia coli strain AMC_128,Good,5095438,161,Escherichia coli,WGS,United Kingdom,1370,Human,99.78,43550,
0.0,107,562.65626,Escherichia coli strain AMC_127,Good,5159765,125,Escherichia coli,WGS,United Kingdom,130,Human,99.78,43542,
0.22,43554,562.65628,Escherichia coli strain AMC_136,Good,5054563,202,Escherichia coli,WGS,United Kingdom,43554,Human,99.78,43554,
0.0,2483,562.65632,Escherichia coli strain AMC_117,Good,5061267,87,Escherichia coli,WGS,United Kingdom,43558,Human,99.67,43558,
0.0,,562.65634,Escherichia coli strain AMC_118,Good,4957774,101,Escherichia coli,WGS,United Kingdom,,Human,99.78,,
