genome_id,feature,element_symbol,element_name,type,subtype,class,subclass,method,identity_to_reference,coverage_of_reference
562.58728,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58728,amr_dfra17_amr,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58728,amr_aada5_amr,aadA5,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58728,amr_sul1_amr,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58728,amr_mcr_1_2_amr,mcr-1.2,phosphoethanolamine--lipid A transferase MCR-1.2,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58728,amr_sul3_amr,sul3,sulfonamide-resistant dihydropteroate synthase Sul3,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58728,amr_mef_b_amr,mef(B),macrolide efflux MFS transporter Mef(B),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN,EXACTX,100.0,100.0
562.58728,amr_blatem_1_amr,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.58728,amr_tet_a_amr,tet(A),tetracycline efflux MFS transporter Tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0
562.58728,amr_aph_3_ia_amr,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,100.0,100.0
562.58732,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.71,100.0
562.58732,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.09,99.66
562.58732,amr_dfra1_amr,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58732,amr_sat2_amr,sat2,streptothricin N-acetyltransferase Sat2,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,EXACTX,100.0,100.0
562.58732,amr_aada1_amr,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58732,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,98.41,100.0
562.58732,amr_mcr_1_1_amr,mcr-1.1,phosphoethanolamine--lipid A transferase MCR-1.1,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58732,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.8,100.0
562.58732,amr_tet_m_amr,tet(M),tetracycline resistance ribosomal protection protein Tet(M),AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,98.12,100.0
562.58732,amr_aac_3_iie_amr,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0
562.58732,amr_aph_3_ia_amr,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,100.0,100.0
562.58732,amr_aph_6_id_amr,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58732,amr_aph_3_ib_amr,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58732,amr_tet_a_amr,tet(A),tetracycline efflux MFS transporter Tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,99.75,100.0
562.58732,amr_flor_amr,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,BLASTX,99.75,100.0
562.58732,amr_sul3_amr,sul3,sulfonamide-resistant dihydropteroate synthase Sul3,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58732,amr_blactx_m_15_amr,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0
562.58732,amr_blatem_amr,blaTEM,TEM family class A beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,PARTIAL_CONTIG_ENDX,100.0,86.01
562.58733,amr_nfsa_v127yfster12_point_disrupt,nfsA_V127YfsTer12,Escherichia nitrofurantoin resistant NfsA,AMR,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,POINTX,98.33,100.0
562.58733,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.09,99.66
562.58733,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,97.88,100.0
562.58733,amr_tet_b_amr,tet(B),tetracycline efflux MFS transporter Tet(B),AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0
562.58733,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.32,100.0
562.58733,amr_sul1_amr,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58733,amr_aada1_amr,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58733,amr_dfra1_amr,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58733,amr_aph_6_id_amr,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58733,amr_aph_3_ib_amr,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58733,amr_sul2_amr,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,BLASTX,99.63,100.0
562.58733,amr_aac_3_iie_amr,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0
562.58733,amr_mcr_4_6_amr,mcr-4.6,phosphoethanolamine--lipid A transferase MCR-4.6,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58733,amr_blatem_1_amr,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.58733,amr_aph_3_ia_amr,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,BLASTX,99.63,100.0
562.58733,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58734,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,EXACTX,100.0,100.0
562.58734,amr_gyra_d87n_point,gyrA_D87N,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58734,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58734,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,EXACTX,100.0,100.0
562.58734,amr_parc_a56t_point,parC_A56T,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.6,100.0
562.58734,amr_parc_s80i_point,parC_S80I,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.6,100.0
562.58734,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.27,98.29
562.58734,amr_mcr_1_1_amr,mcr-1.1,phosphoethanolamine--lipid A transferase MCR-1.1,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58734,amr_dfra12_amr,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58734,amr_aada2_amr,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58734,amr_mph_a_amr,mph(A),Mph(A) family macrolide 2'-phosphotransferase,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0
562.58734,amr_mrx_a_amr,mrx(A),phosphorylated macrolide efflux MFS transporter Mrx(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0
562.58734,amr_tet_b_amr,tet(B),tetracycline efflux MFS transporter Tet(B),AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0
562.58734,amr_blactx_m_55_amr,blaCTX-M-55,extended-spectrum class A beta-lactamase CTX-M-55,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0
562.58734,amr_flor_amr,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,BLASTX,99.5,100.0
562.58734,amr_mcr_3_2_amr,mcr-3.2,phosphoethanolamine--lipid A transferase MCR-3.2,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58734,amr_tet_m_amr,tet(M),tetracycline resistance ribosomal protection protein Tet(M),AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,98.12,100.0
562.58734,amr_aada5_amr,aadA5,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58734,amr_sul1_amr,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58734,amr_sul3_amr,sul3,sulfonamide-resistant dihydropteroate synthase Sul3,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58734,amr_aac_3_iid_amr,aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0
562.58734,amr_blatem_1_amr,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.58734,amr_bleo_amr,bleO,bleomycin binding protein,AMR,AMR,BLEOMYCIN,BLEOMYCIN,BLASTX,99.22,96.27
562.58736,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.8,100.0
562.58736,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,98.41,100.0
562.58736,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.09,99.66
562.58736,amr_mcr_1_1_amr,mcr-1.1,phosphoethanolamine--lipid A transferase MCR-1.1,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58736,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.71,100.0
562.58736,amr_blactx_m_1_amr,blaCTX-M-1,extended-spectrum class A beta-lactamase CTX-M-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0
562.58736,amr_blatem_1_amr,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.58736,amr_mph_b_amr,mph(B),Mph(B) family macrolide 2'-phosphotransferase,AMR,AMR,MACROLIDE,ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0
562.58736,amr_rdmcl_amr,rdmCL,spiramycin modification protein RdmCL,AMR,AMR,MACROLIDE,TYLOSIN,EXACTX,100.0,100.0
562.58736,amr_dfra36_amr,dfrA36,trimethoprim-resistant dihydrofolate reductase DfrA36,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58736,amr_sul2_amr,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58736,amr_aph_6_id_amr,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58736,amr_aph_3_ib_amr,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58736,amr_aac_3_iid_amr,aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0
562.58736,amr_tet_a_amr,tet(A),tetracycline efflux MFS transporter Tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,99.75,100.0
562.58736,amr_aac_3_iie_amr,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0
562.58736,amr_flor_amr,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0
562.58736,amr_aada2_amr,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58736,amr_lnu_f_amr,lnu(F),lincosamide nucleotidyltransferase Lnu(F),AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,BLASTX,98.83,94.14
562.58736,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58736,amr_sul1_amr,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58736,amr_qnrs1_amr,qnrS1,quinolone resistance pentapeptide repeat protein QnrS1,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0
562.58736,amr_ant_2_ia_amr,ant(2'')-Ia,aminoglycoside nucleotidyltransferase ANT(2'')-Ia,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN/KANAMYCIN/TOBRAMYCIN,EXACTX,100.0,100.0
562.58736,amr_dfra1_amr,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58736,amr_aada1_amr,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,100.0,76.34
562.65781,amr_gyra_d87n_point,gyrA_D87N,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.65781,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.65781,amr_pare_l416f_point,parE_L416F,Escherichia quinolone resistant ParE,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.68,100.0
562.65781,amr_parc_s80i_point,parC_S80I,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.87,100.0
562.65781,amr_dfra1_amr,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.65781,amr_sat2_amr,sat2,streptothricin N-acetyltransferase Sat2,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,EXACTX,100.0,100.0
562.65781,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,EXACTX,100.0,100.0
562.65781,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,PARTIALX,95.97,60.49
562.65781,amr_dfra36_amr,dfrA36,trimethoprim-resistant dihydrofolate reductase DfrA36,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.65781,amr_sul2_amr,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.65781,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,EXACTX,100.0,100.0
562.65781,amr_sul1_amr,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.65781,amr_flor_amr,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0
562.65781,amr_aph_6_id_amr,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.65781,amr_aph_3_ib_amr,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,BLASTX,98.5,100.0
562.65781,amr_tet_b_amr,tet(B),tetracycline efflux MFS transporter Tet(B),AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0
562.65781,amr_ant_2_ia_amr,ant(2'')-Ia,aminoglycoside nucleotidyltransferase ANT(2'')-Ia,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN/KANAMYCIN/TOBRAMYCIN,EXACTX,100.0,100.0
562.65781,amr_blatemp_g162t_point,blaTEMp_G162T,Escherichia amoxicillin-clavulanic acid/piperacillin-tazobactam/ticarcillin-clavulanic acid resistant blaTEM promoter,AMR,POINT,BETA-LACTAM,AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID,POINTN,99.35,78.57
562.65781,amr_blatem_amr,blaTEM,TEM family class A beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,PARTIAL_CONTIG_ENDX,100.0,83.22
562.65781,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.65781,amr_aph_3_ia_amr,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,100.0,100.0
562.65781,amr_aada1_amr,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,100.0,86.64
562.65782,amr_parc_s80w_point,parC_S80W,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.87,100.0
562.65782,amr_nfsa_q44ter_point,nfsA_Q44Ter,Escherichia nitrofurantoin resistant NfsA,AMR,POINT,NITROFURAN,NITROFURANTOIN,POINTX,99.17,100.0
562.65782,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.8,100.0
562.65782,amr_gyra_d87g_point,gyrA_D87G,Escherichia quinolone/triclosan resistant GyrA,AMR,POINT,QUINOLONE/TRICLOSAN,QUINOLONE/TRICLOSAN,POINTX,98.97,99.66
562.65782,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.65782,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,99.73,100.0
562.65782,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.61,100.0
562.65782,amr_dfra36_amr,dfrA36,trimethoprim-resistant dihydrofolate reductase DfrA36,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.65782,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.65783,amr_gyra_d87y_point,gyrA_D87Y,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.86,99.66
562.65783,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.86,99.66
562.65783,amr_ompf_g157rfster6_point_disrupt,ompF_G157RfsTer6,Escherichia carbapenem resistant OmpF,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,POINTX,92.56,100.0
562.65783,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.32,100.0
562.65783,amr_parc_s80i_point,parC_S80I,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.73,100.0
562.65783,amr_emrd_amr,emrD,multidrug efflux MFS transporter EmrD,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.75,100.0
562.65783,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.8,100.0
562.65783,amr_cyaa_s352t_point,cyaA_S352T,Escherichia fosmidomycin resistant CyaA,AMR,POINT,FOSMIDOMYCIN,FOSMIDOMYCIN,POINTX,99.29,100.0
562.65783,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,98.41,100.0
562.65783,amr_tet_b_amr,tet(B),tetracycline efflux MFS transporter Tet(B),AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0
562.65783,amr_flor_amr,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0
562.65783,amr_dfra36_amr,dfrA36,trimethoprim-resistant dihydrofolate reductase DfrA36,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.65783,amr_blatemp_g162t_point,blaTEMp_G162T,Escherichia amoxicillin-clavulanic acid/piperacillin-tazobactam/ticarcillin-clavulanic acid resistant blaTEM promoter,AMR,POINT,BETA-LACTAM,AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID,POINTN,99.45,92.43
562.65783,amr_blatem_40_amr,blaTEM-40,inhibitor-resistant broad-spectrum class A beta-lactamase TEM-40,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.65783,amr_aph_6_id_amr,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.65783,amr_aph_3_ib_amr,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.65783,amr_sul1_amr,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.65783,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.65783,amr_aph_3_ia_amr,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,100.0,100.0
562.65783,amr_sul2_amr,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.65783,amr_aada1_amr,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,BLASTX,100.0,91.25
562.65783,amr_ant_2_ia_amr,ant(2'')-Ia,aminoglycoside nucleotidyltransferase ANT(2'')-Ia,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN/KANAMYCIN/TOBRAMYCIN,EXACTX,100.0,100.0
562.65783,amr_dfra1_amr,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.65784,amr_parc_e84k_point,parC_E84K,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.87,100.0
562.65784,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.61,100.0
562.65784,amr_gyra_d87n_point,gyrA_D87N,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.65784,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.65784,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,EXACTX,100.0,100.0
562.65784,amr_ampc_c_42t_point,ampC_C-42T,Escherichia cephalosporin resistant ampC promoter,AMR,POINT,BETA-LACTAM,CEPHALOSPORIN,POINTN,97.55,100.0
562.65784,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,99.73,100.0
